purpose,int_rate,installment,log_annual_inc,fico,revol_bal,delinq_2yrs,pub_rec,not_fully_paid
debt_consolidation,0.2,891.93,4.857332496431268,704,1,0.518,0,0
credit_card,0.131,168.67,4.698970004336019,664,0,0.166,0,0
other,0.076,77.84,4.6020599913279625,779,0,0.023,0,0
debt_consolidation,0.172,257.39,4.573181768115803,689,1,0.399,0,0
medical,0.124,334.06,4.8061799739838875,704,1,0.371,0,0
debt_consolidation,0.082,407.35,4.778151250383644,759,0,0.403,0,0
home_improvement,0.18,361.38,4.929418925714293,694,0,0.338,0,0
credit_card,0.088,434.45,4.812913356642856,769,0,0.46,0,0
debt_consolidation,0.147,402.12,4.863507247396325,714,0,0.275,0,0
debt_consolidation,0.172,748.65,4.989449817666692,689,0,0.335,0,0
debt_consolidation,0.07,308.87,5.079181246047625,804,0,0.134,0,0
debt_consolidation,0.2,185.82,4.556302500767287,684,0,0.985,0,0
credit_card,0.2,185.82,5.0,689,1,0.408,0,0
debt_consolidation,0.288,316.21,4.377944835480929,689,0,0.328,1,0
debt_consolidation,0.2,222.99,4.819543935541868,664,1,0.977,0,0
debt_consolidation,0.07,494.18,4.919078092376074,719,0,0.679,0,0
debt_consolidation,0.117,661.52,4.5910646070264995,704,1,0.33,0,0
debt_consolidation,0.156,529.99,5.103803720955957,679,0,0.0,2,0
major_purchase,0.07,77.22,4.6020599913279625,774,0,0.223,0,0
debt_consolidation,0.139,477.81,4.913813852383717,699,0,0.321,0,0
credit_card,0.076,37.37,4.903089986991944,689,1,0.086,0,0
home_improvement,0.082,366.62,4.653212513775344,824,0,0.101,0,0
debt_consolidation,0.2,936.53,4.778151250383644,709,0,0.273,0,0
major_purchase,0.076,108.97,4.7558748556724915,744,0,0.299,0,0
debt_consolidation,0.2,81.76,4.653212513775344,679,0,0.746,0,0
debt_consolidation,0.082,301.68,5.190331698170292,744,0,0.171,1,0
other,0.156,803.74,4.812913356642856,709,0,0.271,0,0
debt_consolidation,0.172,357.48,4.588271706842329,699,0,0.457,0,0
debt_consolidation,0.088,634.23,5.03261876085072,744,0,0.0,0,0
debt_consolidation,0.18,507.55,4.959041392321094,674,1,0.791,1,0
debt_consolidation,0.103,648.45,4.954242509439325,779,1,0.412,0,0
debt_consolidation,0.18,888.2,5.012837224705172,684,1,0.57,0,0
debt_consolidation,0.11,327.49,4.991226075692495,664,0,0.533,0,0
credit_card,0.18,761.32,5.0,714,0,0.551,0,0
debt_consolidation,0.082,314.25,4.271609301378832,744,0,0.435,0,0
debt_consolidation,0.117,661.52,5.015359755409214,719,0,0.855,0,0
debt_consolidation,0.082,502.79,5.4719397346515155,719,3,0.087,0,0
credit_card,0.147,207.23,4.8750612633917,749,0,0.258,0,0
debt_consolidation,0.172,998.2,5.380211241711606,669,2,0.494,0,0
medical,0.07,172.97,5.1303337684950066,719,0,0.327,0,0
debt_consolidation,0.082,628.49,5.423245873936808,819,2,0.05,0,0
moving,0.076,280.21,4.819543935541868,719,2,0.257,0,0
debt_consolidation,0.131,337.33,4.8750612633917,684,3,0.492,0,0
credit_card,0.065,245.05,4.8750612633917,819,0,0.079,0,0
debt_consolidation,0.172,357.48,4.982271233039568,679,1,0.741,0,0
debt_consolidation,0.103,462.46,4.6020599913279625,784,2,0.017,0,0
home_improvement,0.164,53.04,4.6020599913279625,714,0,0.907,0,0
home_improvement,0.2,423.91,4.690196080028514,699,1,0.196,0,0
major_purchase,0.11,275.09,4.514547752660286,699,1,0.276,0,0
debt_consolidation,0.082,351.95,4.812913356642856,674,1,0.441,0,0
credit_card,0.076,622.68,5.113943352306837,719,0,0.484,0,0
debt_consolidation,0.076,155.67,4.845098040014257,789,0,0.162,0,0
credit_card,0.076,280.21,4.812913356642856,669,1,0.416,0,0
credit_card,0.225,807.45,4.3979400086720375,719,2,0.272,0,0
credit_card,0.065,459.47,4.954242509439325,729,0,0.273,0,0
debt_consolidation,0.147,469.72,4.724275869600789,679,1,0.704,0,0
credit_card,0.082,534.21,4.857332496431268,729,0,0.338,0,0
debt_consolidation,0.124,307.34,4.653212513775344,694,0,0.789,0,0
credit_card,0.082,509.19,5.041392685158225,724,0,0.663,0,0
debt_consolidation,0.225,576.75,4.338775124933574,664,1,0.644,0,0
debt_consolidation,0.124,33.41,4.686636269262293,684,3,0.83,0,0
credit_card,0.11,217.53,4.954242509439325,669,1,0.412,0,0
debt_consolidation,0.131,101.2,4.544068044350276,694,3,0.434,1,0
credit_card,0.147,236.54,4.477121254719663,684,0,0.466,1,0
other,0.131,203.24,4.748188027006201,684,0,0.171,0,0
debt_consolidation,0.2,111.5,4.643452676486188,729,2,0.004,0,0
debt_consolidation,0.082,1256.97,5.096910013008056,749,1,0.169,0,0
home_improvement,0.18,304.53,4.903089986991944,704,0,0.679,0,0
credit_card,0.082,471.37,4.681241237375588,699,0,0.436,0,0
debt_consolidation,0.11,327.49,4.466660058040165,769,1,0.189,0,0
credit_card,0.124,467.68,4.5910646070264995,679,0,0.602,0,0
major_purchase,0.2,635.86,5.021189299069938,704,2,0.193,0,0
small_business,0.172,357.48,4.8061799739838875,719,0,0.161,0,0
credit_card,0.076,171.24,4.7596678446896306,774,0,0.04,0,0
debt_consolidation,0.225,461.4,5.021189299069938,684,1,0.747,0,0
other,0.103,51.88,4.7283537820212285,684,1,0.7,0,0
home_improvement,0.288,316.21,5.146128035678238,684,1,0.345,1,0
debt_consolidation,0.076,155.67,4.785329835010767,739,0,0.063,0,0
debt_consolidation,0.088,348.83,4.857332496431268,719,2,0.836,0,0
car,0.225,401.82,4.963410015680228,764,1,0.12,0,0
debt_consolidation,0.131,202.4,4.8750612633917,664,0,0.89,0,0
debt_consolidation,0.164,53.04,4.568201724066995,689,1,0.539,0,0
small_business,0.172,35.75,4.698970004336019,709,1,0.256,0,0
debt_consolidation,0.124,693.17,4.8750612633917,754,1,0.012,1,0
home_improvement,0.07,463.3,5.079181246047625,784,1,0.0,0,0
debt_consolidation,0.139,34.13,4.477121254719663,769,0,0.004,0,0
debt_consolidation,0.103,486.34,4.886490725172482,694,0,0.737,0,0
debt_consolidation,0.088,158.56,4.603620643970535,684,0,0.108,0,0
debt_consolidation,0.164,388.91,4.8750612633917,684,0,0.563,0,0
debt_consolidation,0.082,172.84,4.695481676490197,744,2,0.009,0,0
debt_consolidation,0.2,270.24,4.812913356642856,739,0,0.18,0,0
debt_consolidation,0.07,154.44,4.638489256954637,824,0,0.014,0,0
debt_consolidation,0.088,304.43,4.633468455579586,764,0,0.495,0,0
debt_consolidation,0.11,163.75,5.161368002234975,714,1,0.256,0,0
other,0.088,155.39,4.439332693830263,824,2,0.0,0,0
debt_consolidation,0.088,516.66,4.698970004336019,714,0,0.457,0,0
credit_card,0.082,150.84,4.6020599913279625,704,0,0.606,0,0
debt_consolidation,0.164,593.97,4.845098040014257,679,0,0.656,0,0
debt_consolidation,0.172,90.27,4.380211241711606,704,1,0.29,0,0
home_improvement,0.131,74.22,4.973127853599698,679,0,0.752,0,0
debt_consolidation,0.11,1309.93,5.060697840353612,674,0,0.798,0,0
medical,0.156,213.17,4.857332496431268,689,1,0.889,0,0
debt_consolidation,0.156,481.81,4.913813852383717,699,1,0.207,0,0
small_business,0.103,648.45,5.079181246047625,724,0,0.704,0,0
debt_consolidation,0.082,1256.97,5.176091259055681,744,0,0.715,0,0
home_improvement,0.18,722.75,5.0,704,0,0.606,0,0
debt_consolidation,0.076,149.45,5.041392685158225,734,0,0.325,0,0
credit_card,0.25,880.54,4.903089986991944,674,0,0.727,0,0
debt_consolidation,0.156,240.91,5.096937806965501,759,1,0.065,0,0
home_improvement,0.076,264.64,4.7160033436347994,704,0,0.235,0,0
debt_consolidation,0.07,169.88,4.740362689494244,699,0,0.187,0,0
credit_card,0.088,475.68,5.110589710299249,709,0,0.658,0,0
debt_consolidation,0.124,167.03,4.6020599913279625,809,0,0.117,0,0
medical,0.082,251.4,4.57978359661681,729,0,0.111,0,0
home_improvement,0.156,385.45,4.505149978319906,719,0,0.612,0,0
debt_consolidation,0.117,132.31,4.929418925714293,699,0,0.558,0,0
home_improvement,0.065,367.57,4.959041392321094,779,1,0.227,0,0
other,0.2,185.82,4.3979400086720375,699,0,0.089,0,0
home_improvement,0.088,221.98,5.041392685158225,734,0,0.127,1,0
debt_consolidation,0.065,252.71,5.0,679,1,0.222,0,0
credit_card,0.082,157.13,5.230448921378274,759,0,0.457,0,0
other,0.082,188.55,4.7160033436347994,734,0,0.16,0,0
other,0.124,334.06,5.204119982655925,689,2,0.457,0,0
debt_consolidation,0.088,792.79,5.041392685158225,759,2,0.114,0,0
debt_consolidation,0.07,308.87,4.653212513775344,724,3,0.232,0,0
debt_consolidation,0.172,798.56,4.477121254719663,679,0,0.654,0,0
debt_consolidation,0.172,996.46,5.123851640967086,704,0,0.433,0,0
other,0.131,80.96,4.7923916894982534,709,1,0.783,0,0
debt_consolidation,0.088,158.56,4.653212513775344,699,0,0.336,0,0
credit_card,0.103,235.51,4.6020599913279625,719,0,0.925,0,0
debt_consolidation,0.139,812.58,5.190331698170292,744,0,0.711,0,0
debt_consolidation,0.25,238.56,4.653212513775344,674,0,0.399,0,0
debt_consolidation,0.131,674.65,5.243038048686294,664,1,0.65,0,0
debt_consolidation,0.088,475.68,4.544068044350276,739,1,0.164,0,0
debt_consolidation,0.076,189.92,4.491361693834273,769,0,0.181,0,0
debt_consolidation,0.164,490.63,4.892094602690481,674,1,0.341,0,0
credit_card,0.139,348.12,4.977723605288848,679,0,0.766,0,0
credit_card,0.076,311.34,4.785329835010767,729,0,0.474,0,0
debt_consolidation,0.172,285.98,4.544068044350276,664,1,0.445,1,0
home_improvement,0.156,279.57,4.3979400086720375,739,1,0.001,0,0
home_improvement,0.2,561.18,5.889301702506311,679,0,0.891,1,0
credit_card,0.18,130.1,4.724275869600789,684,1,0.178,1,0
credit_card,0.065,306.31,4.6020599913279625,729,1,0.206,0,0
home_improvement,0.2,1070.32,4.8061799739838875,694,1,0.63,0,0
major_purchase,0.131,341.92,4.740362689494244,714,0,0.401,0,0
debt_consolidation,0.139,682.59,4.778151250383644,724,0,0.686,0,0
major_purchase,0.131,505.99,4.8061799739838875,749,0,0.166,0,0
other,0.2,59.47,4.477121254719663,709,3,0.069,0,0
credit_card,0.124,251.41,4.816572696026103,734,1,0.328,0,0
debt_consolidation,0.124,220.48,4.795880017344075,699,0,0.464,0,0
debt_consolidation,0.065,214.42,4.623249290397901,759,1,0.064,0,0
debt_consolidation,0.103,486.34,4.845098040014257,759,1,0.439,0,0
credit_card,0.131,371.06,4.763427993562937,674,0,0.667,0,0
home_improvement,0.164,777.81,4.939519252618618,684,0,0.442,0,0
home_improvement,0.07,185.32,4.929418925714293,774,0,0.014,0,0
home_improvement,0.164,367.97,4.477121254719663,699,0,0.086,0,0
debt_consolidation,0.139,232.17,4.963787827345556,684,0,0.226,1,0
debt_consolidation,0.2,185.82,5.079181246047625,684,2,0.616,0,0
debt_consolidation,0.117,496.14,4.662757831681574,714,1,0.965,0,0
credit_card,0.11,392.98,4.740362689494244,699,0,0.445,1,0
credit_card,0.082,305.52,4.799340549453582,759,0,0.631,0,0
other,0.11,68.78,4.586407248913826,709,1,0.137,0,0
credit_card,0.088,152.22,4.3979400086720375,729,1,0.167,0,0
debt_consolidation,0.11,491.23,5.02530586526477,684,0,0.51,1,0
debt_consolidation,0.172,285.98,4.8750612633917,699,0,0.521,0,0
medical,0.088,31.72,5.0,769,2,0.138,0,0
home_improvement,0.076,124.54,4.977723605288848,784,3,0.0,0,0
credit_card,0.082,150.84,4.929418925714293,724,0,0.253,1,0
debt_consolidation,0.088,158.56,4.698970004336019,679,1,0.402,1,0
house,0.2,163.52,4.903089986991944,734,1,0.39,0,0
credit_card,0.117,211.69,5.113943352306837,679,0,0.982,0,0
credit_card,0.139,334.32,5.3979400086720375,679,0,0.127,0,0
debt_consolidation,0.088,304.43,4.544068044350276,729,0,0.163,0,0
home_improvement,0.076,498.15,5.748188027006201,734,0,0.707,0,0
debt_consolidation,0.172,285.98,4.556302500767287,679,0,0.774,0,0
other,0.088,76.11,4.7923916894982534,724,0,0.432,0,0
debt_consolidation,0.088,539.1,5.556302500767287,784,0,0.29,0,0
debt_consolidation,0.172,623.88,4.812913356642856,719,0,0.674,0,0
credit_card,0.18,365.44,4.681241237375588,749,1,0.407,0,0
debt_consolidation,0.065,183.79,5.096910013008056,829,0,0.066,0,0
debt_consolidation,0.124,200.44,4.740362689494244,664,1,0.21,1,0
debt_consolidation,0.103,642.3,4.5910311984737,749,1,0.004,0,0
debt_consolidation,0.172,873.42,5.243038048686294,699,0,0.878,0,0
credit_card,0.07,308.87,5.021189299069938,744,0,0.174,0,0
credit_card,0.088,475.68,4.6020599913279625,714,0,0.257,0,0
credit_card,0.2,222.99,4.644605972314314,729,1,0.252,1,0
debt_consolidation,0.07,1081.02,5.303196057420489,764,0,0.268,0,0
major_purchase,0.2,130.08,4.732393759822968,689,0,0.732,0,0
other,0.2,260.15,4.845098040014257,714,0,0.511,0,0
debt_consolidation,0.172,274.51,4.703291378118661,669,1,0.922,0,0
debt_consolidation,0.103,856.4,5.4065401804339555,714,0,1.009,0,0
debt_consolidation,0.088,348.83,4.9428361450767735,749,0,0.258,0,0
debt_consolidation,0.2,557.46,4.681241237375588,674,0,0.358,0,0
debt_consolidation,0.065,704.51,4.959041392321094,709,1,0.512,0,0
debt_consolidation,0.103,856.4,5.096910013008056,769,0,0.427,0,0
credit_card,0.088,951.35,5.079181246047625,729,0,0.623,0,0
debt_consolidation,0.082,157.13,4.646109521978848,719,0,0.091,0,0
debt_consolidation,0.124,336.71,4.8512583487190755,724,0,0.172,0,0
home_improvement,0.124,377.12,4.740362689494244,734,1,0.293,0,0
credit_card,0.156,590.21,4.977723605288848,669,1,0.617,1,0
debt_consolidation,0.164,490.63,4.903089986991944,729,0,0.42,0,0
debt_consolidation,0.2,483.13,4.338172515626131,699,0,0.273,0,0
debt_consolidation,0.2,264.94,4.672097857935717,699,1,0.212,0,0
credit_card,0.124,120.27,4.371067862271736,754,1,0.103,0,0
credit_card,0.147,314.01,4.9344984512435675,674,0,0.522,0,0
credit_card,0.2,1300.73,5.187520720836463,694,0,0.94,0,0
major_purchase,0.139,204.78,5.05307844348342,704,1,0.221,0,0
debt_consolidation,0.2,529.88,4.6020599913279625,694,0,0.816,0,0
major_purchase,0.082,204.26,4.6020599913279625,739,0,0.257,0,0
credit_card,0.2,371.64,4.518513939877887,674,0,0.487,0,0
debt_consolidation,0.117,595.37,4.695875515031685,704,0,0.369,0,0
credit_card,0.076,622.68,4.8750612633917,769,0,0.099,0,0
credit_card,0.065,153.16,4.8061799739838875,729,1,0.264,0,0
other,0.088,55.5,4.681241237375588,724,1,0.248,0,0
debt_consolidation,0.082,628.49,5.051152522447381,719,2,0.387,0,0
debt_consolidation,0.082,974.15,5.060697840353612,689,0,0.591,0,0
debt_consolidation,0.117,132.31,4.6020599913279625,699,0,0.685,0,0
home_improvement,0.164,392.5,5.079181246047625,729,0,0.139,1,0
home_improvement,0.172,998.2,3.9924651478080433,684,0,0.263,1,0
debt_consolidation,0.124,291.82,4.845098040014257,714,0,0.316,0,0
debt_consolidation,0.18,433.65,4.913813852383717,694,1,0.346,0,0
credit_card,0.088,158.56,4.977723605288848,729,1,0.113,1,0
debt_consolidation,0.2,185.82,5.079181246047625,664,1,0.68,0,0
debt_consolidation,0.088,317.12,4.812913356642856,709,0,0.371,0,0
other,0.088,317.12,5.110589710299249,724,1,0.092,0,0
debt_consolidation,0.156,349.91,4.5910646070264995,784,1,0.078,0,0
house,0.131,269.86,4.8750612633917,719,1,0.414,0,0
other,0.076,93.41,4.681241237375588,779,0,0.001,0,0
credit_card,0.07,370.64,4.7160033436347994,684,0,0.851,0,0
debt_consolidation,0.164,206.83,4.740362689494244,669,1,0.603,0,0
home_improvement,0.156,289.09,4.342422680822207,764,0,0.0,0,0
credit_card,0.164,328.72,4.740362689494244,674,0,0.906,0,0
debt_consolidation,0.076,155.67,4.9661417327390325,814,1,0.033,0,0
debt_consolidation,0.103,856.4,4.740362689494244,804,0,0.032,0,0
credit_card,0.147,483.54,4.7283537820212285,719,2,0.312,0,0
credit_card,0.065,735.14,5.12057393120585,689,1,0.602,0,0
debt_consolidation,0.2,1114.91,4.929418925714293,704,0,0.327,0,0
home_improvement,0.088,634.23,4.903089986991944,744,0,0.17,0,0
house,0.18,252.97,4.913813852383717,704,0,0.36,0,0
debt_consolidation,0.065,336.94,5.0,744,0,0.402,0,0
debt_consolidation,0.156,481.81,4.778151250383644,689,0,0.58,0,0
home_improvement,0.131,410.3,4.812913356642856,799,1,0.161,0,0
debt_consolidation,0.076,264.64,5.113943352306837,759,0,0.071,0,0
debt_consolidation,0.117,1113.01,4.1927068066128585,694,0,0.94,0,0
debt_consolidation,0.082,282.82,4.653212513775344,749,0,0.218,0,0
debt_consolidation,0.164,367.97,5.02530586526477,664,1,0.461,0,0
debt_consolidation,0.088,634.23,4.778151250383644,694,0,0.45,0,0
debt_consolidation,0.124,246.92,4.8061799739838875,684,1,0.385,0,0
credit_card,0.124,501.09,4.929418925714293,679,0,0.277,0,0
debt_consolidation,0.076,311.34,4.913813852383717,689,0,0.145,1,0
debt_consolidation,0.082,1256.97,5.0,729,3,0.0,0,0
credit_card,0.088,198.2,4.8512583487190755,724,1,0.318,0,0
credit_card,0.117,231.54,4.623249290397901,749,2,0.25,0,0
debt_consolidation,0.103,1134.79,5.049218022670182,714,0,0.541,0,0
debt_consolidation,0.225,640.19,4.698970004336019,709,0,0.395,0,0
debt_consolidation,0.117,661.52,5.3979400086720375,689,0,0.91,0,0
debt_consolidation,0.088,158.56,4.633468455579586,684,0,0.493,0,0
debt_consolidation,0.124,269.37,4.8750612633917,709,0,0.863,0,0
medical,0.131,118.07,4.691258358133111,679,0,0.896,0,0
debt_consolidation,0.088,317.12,4.929418925714293,739,2,0.333,0,0
debt_consolidation,0.172,125.12,4.585460729508501,674,1,0.023,0,0
debt_consolidation,0.18,532.92,5.005395031886706,684,0,0.53,0,0
home_improvement,0.147,454.16,4.698970004336019,774,0,0.07,0,0
home_improvement,0.172,142.99,4.7160033436347994,684,0,0.859,0,0
debt_consolidation,0.088,634.23,5.0,699,2,0.807,0,0
credit_card,0.082,502.79,5.209515014542631,754,0,0.519,0,0
credit_card,0.164,417.03,4.6180480967120925,699,0,0.661,0,0
debt_consolidation,0.082,351.95,5.008600171761918,734,0,0.29,1,0
other,0.172,214.49,4.748188027006201,674,0,0.078,0,0
other,0.11,982.45,4.778151250383644,719,0,0.002,0,0
credit_card,0.117,181.92,4.740362689494244,709,1,0.0,1,0
debt_consolidation,0.076,498.15,4.838849090737256,749,1,0.316,0,0
debt_consolidation,0.124,400.87,5.021189299069938,689,2,0.43,0,0
debt_consolidation,0.288,695.65,4.977723605288848,664,0,0.981,1,0
debt_consolidation,0.088,247.35,4.623249290397901,694,0,0.456,0,0
debt_consolidation,0.147,276.31,4.301029995663981,704,1,0.408,0,1
debt_consolidation,0.2,1114.91,5.161368002234975,669,0,0.636,0,1
other,0.11,756.99,4.989142677125206,784,0,0.286,0,1
credit_card,0.088,443.96,5.190331698170292,689,3,0.02,1,1
credit_card,0.131,674.65,5.301029995663981,689,0,1.004,0,1
debt_consolidation,0.082,251.4,4.690196080028514,729,0,0.072,1,1
major_purchase,0.164,1079.21,5.477121254719663,704,0,0.566,0,1
debt_consolidation,0.082,345.67,4.812913356642856,779,1,0.202,0,1
debt_consolidation,0.2,371.64,4.672097857935717,674,1,0.754,0,1
debt_consolidation,0.117,248.07,4.585235063365776,664,0,0.85,0,1
debt_consolidation,0.139,546.07,4.954242509439325,704,0,0.657,1,1
debt_consolidation,0.088,126.85,4.799340549453582,729,0,0.172,0,1
debt_consolidation,0.088,380.54,4.8512583487190755,689,0,0.4,0,1
credit_card,0.082,301.68,4.748188027006201,719,0,0.349,0,0
debt_consolidation,0.156,209.68,5.401400540781544,704,0,0.66,0,0
medical,0.11,163.75,4.892094602690481,764,0,0.055,1,0
credit_card,0.124,336.71,4.57978359661681,739,0,0.067,1,0
credit_card,0.065,352.26,4.740362689494244,809,0,0.076,0,0
debt_consolidation,0.076,202.37,4.740362689494244,804,0,0.306,0,0
credit_card,0.2,267.58,4.83646337149203,664,0,1.002,1,0
debt_consolidation,0.147,345.39,4.3979400086720375,709,0,0.397,1,0
credit_card,0.131,182.16,3.7781512503836434,724,0,0.703,0,0
credit_card,0.139,557.2,4.8750612633917,709,2,0.599,0,0
debt_consolidation,0.2,185.82,4.633428054213735,759,2,0.223,0,0
debt_consolidation,0.2,476.89,4.903089986991944,689,0,0.659,0,0
other,0.065,1225.24,5.6020599913279625,824,0,0.105,0,0
credit_card,0.124,66.82,4.576939964334893,689,0,0.46,0,0
home_improvement,0.065,294.06,5.190331698170292,754,0,0.536,0,0
house,0.088,348.83,5.021189299069938,714,0,0.413,0,0
credit_card,0.07,432.41,4.653212513775344,719,0,0.201,0,0
debt_consolidation,0.11,870.1,4.698970004336019,739,0,0.492,0,0
debt_consolidation,0.131,177.1,4.857332496431268,684,1,0.352,1,0
home_improvement,0.147,283.85,4.740362689494244,674,0,0.291,1,0
debt_consolidation,0.225,669.7,4.774124682739051,684,1,0.546,0,0
debt_consolidation,0.225,576.75,4.903089986991944,664,1,0.83,0,0
debt_consolidation,0.156,867.25,5.243038048686294,679,2,0.46,0,0
debt_consolidation,0.124,303.04,4.988558956878616,739,4,0.151,0,0
home_improvement,0.11,229.24,4.6127838567197355,714,0,0.102,0,0
debt_consolidation,0.07,926.59,5.113943352306837,734,1,0.379,0,0
debt_consolidation,0.124,267.25,4.778151250383644,679,0,0.885,0,0
home_improvement,0.288,501.57,4.929418925714293,669,0,0.413,0,0
home_improvement,0.2,927.29,4.903089986991944,699,0,0.289,0,0
medical,0.124,76.84,4.732393759822968,769,0,0.156,0,0
debt_consolidation,0.082,471.37,4.898999270889789,689,1,0.0,1,0
other,0.065,490.1,5.060697840353612,824,0,0.088,0,0
debt_consolidation,0.2,891.93,4.6747693140154265,709,0,0.55,0,0
debt_consolidation,0.117,441.97,4.897627091290442,689,0,0.36,0,0
home_improvement,0.103,856.4,5.511883360978874,804,0,0.14,0,0
credit_card,0.11,916.95,5.222716471147583,689,0,0.36,0,0
debt_consolidation,0.147,709.62,4.7160033436347994,724,0,0.581,0,0
debt_consolidation,0.139,928.66,4.977723605288848,744,0,0.37,1,0
debt_consolidation,0.124,628.52,4.929418925714293,734,0,0.378,0,0
debt_consolidation,0.139,682.59,4.778151250383644,689,2,0.568,1,0
debt_consolidation,0.164,145.84,4.740362689494244,704,0,0.86,0,0
debt_consolidation,0.088,364.69,4.653212513775344,734,0,0.016,0,0
debt_consolidation,0.2,343.77,4.441028024699296,694,0,0.97,0,0
debt_consolidation,0.225,307.6,4.556302500767287,689,1,0.86,0,0
debt_consolidation,0.2,408.8,4.7160033436347994,694,1,0.506,0,0
home_improvement,0.076,264.64,4.7558748556724915,684,2,0.221,0,0
debt_consolidation,0.117,264.61,5.113943352306837,699,0,0.562,0,0
debt_consolidation,0.147,518.08,5.086359830674748,684,0,0.26,1,0
debt_consolidation,0.2,1059.76,4.740362689494244,714,0,0.654,0,0
other,0.172,214.49,4.8750612633917,684,0,0.89,0,0
debt_consolidation,0.18,380.66,4.477121254719663,764,0,0.666,0,1
credit_card,0.082,157.13,4.633468455579586,734,2,0.276,0,1
debt_consolidation,0.103,389.07,4.778151250383644,694,0,0.355,0,1
credit_card,0.124,897.89,5.079181246047625,724,0,0.279,0,1
credit_card,0.147,1208.84,4.954242509439325,684,1,0.475,0,1
other,0.164,530.33,5.235528446907549,709,1,0.272,0,1
debt_consolidation,0.11,311.11,4.477121254719663,724,0,0.344,1,1
credit_card,0.225,1116.16,4.698970004336019,684,0,0.754,0,1
other,0.131,101.2,5.045322978786658,714,1,0.248,0,1
debt_consolidation,0.225,153.8,4.653212513775344,689,0,0.213,0,1
debt_consolidation,0.088,247.35,5.041392685158225,694,0,0.618,1,1
home_improvement,0.11,327.49,4.928907690243952,684,1,0.472,0,1
credit_card,0.076,124.54,5.3979400086720375,694,0,0.11,0,1
debt_consolidation,0.117,220.99,5.230448921378274,719,0,0.88,0,1
debt_consolidation,0.288,790.51,4.623249290397901,719,1,0.09,0,1
debt_consolidation,0.082,329.96,4.991226075692495,684,1,0.118,0,1
debt_consolidation,0.124,336.71,4.555403546549182,759,0,0.117,0,1
credit_card,0.117,496.14,4.5910646070264995,714,0,0.572,0,1
debt_consolidation,0.172,117.08,4.982271233039568,704,0,0.584,0,1
debt_consolidation,0.147,236.54,5.079181246047625,749,0,0.152,0,1
debt_consolidation,0.288,948.61,5.021189299069938,669,1,0.009,1,1
credit_card,0.156,181.72,4.954242509439325,729,0,0.208,0,1
debt_consolidation,0.082,377.09,5.041392685158225,694,0,0.422,0,1
debt_consolidation,0.11,550.17,4.7923916894982534,674,1,0.615,0,1
debt_consolidation,0.164,883.88,4.8750612633917,699,0,0.634,0,1
credit_card,0.076,171.24,4.763427993562937,684,0,0.121,0,1
debt_consolidation,0.2,594.62,4.982271233039568,709,0,0.378,0,1
debt_consolidation,0.2,222.99,4.079181246047625,679,0,0.704,0,1
debt_consolidation,0.172,539.65,5.146128035678238,694,0,0.401,0,1
debt_consolidation,0.117,220.99,4.681241237375588,694,0,0.3,0,1
credit_card,0.11,1178.94,5.079181246047625,704,0,0.734,0,1
other,0.172,357.48,4.748188027006201,689,2,0.027,0,1
debt_consolidation,0.156,782.78,5.079181246047625,694,0,0.321,0,1
debt_consolidation,0.164,471.0,4.653212513775344,764,0,0.256,0,1
debt_consolidation,0.11,687.72,5.079181246047625,699,0,0.504,1,1
credit_card,0.082,407.35,4.6020599913279625,744,0,0.361,0,1
major_purchase,0.164,176.78,4.369308645463461,664,1,0.216,0,1
debt_consolidation,0.082,611.03,4.968482948553935,814,0,0.085,0,1
debt_consolidation,0.082,408.52,4.7652213663049805,699,0,0.391,0,1
debt_consolidation,0.065,1160.91,5.037426497940624,754,0,0.511,0,1
other,0.088,608.86,4.545863547652644,799,4,0.001,0,1
debt_consolidation,0.088,285.41,4.770852011642144,709,0,0.586,0,1
credit_card,0.139,409.55,4.4623979978989565,709,0,0.406,0,1
debt_consolidation,0.139,109.22,4.3979400086720375,734,1,0.27,0,1
moving,0.172,178.74,4.49996186559619,719,0,0.16,0,1
debt_consolidation,0.156,578.17,4.893539843564661,704,1,0.823,0,1
credit_card,0.139,371.47,4.804480189105993,674,1,0.433,0,1
credit_card,0.088,190.27,4.653212513775344,774,0,0.143,0,1
medical,0.2,929.09,5.000026056887215,689,1,0.462,1,1
debt_consolidation,0.076,311.34,4.954242509439325,729,0,0.276,1,1
home_improvement,0.11,392.98,5.544068044350276,699,2,0.357,0,1
debt_consolidation,0.288,1044.93,5.164352855784437,684,0,0.577,0,1
debt_consolidation,0.139,549.07,4.880813592280791,789,0,0.189,0,1
credit_card,0.164,707.1,5.0,704,1,0.332,0,1
debt_consolidation,0.131,522.86,4.740362689494244,679,1,0.546,0,1
credit_card,0.065,306.31,4.7923916894982534,689,0,0.389,0,1
credit_card,0.225,276.84,4.2552725051033065,684,0,0.486,0,1
credit_card,0.139,375.42,4.447158031342219,689,0,0.059,1,1
debt_consolidation,0.082,942.73,5.399673721481038,709,1,0.293,0,1
debt_consolidation,0.18,180.69,4.65586805124862,689,1,0.458,0,1
other,0.2,133.79,4.718866907290306,669,1,0.311,1,1
debt_consolidation,0.139,559.52,4.6020599913279625,759,0,0.065,0,1
debt_consolidation,0.131,404.79,4.8750612633917,674,0,0.387,0,1
credit_card,0.103,486.34,4.886490725172482,734,1,0.226,0,1
debt_consolidation,0.103,113.48,4.929418925714293,724,1,0.286,0,1
